"question_id","question","section_id","source_level","recommended_min_score","recommended_max_score","feedback_text","text_source","threshold_evidence"
"Q18","Each employee has personalized goals","S_STRATEGY","7","7","8","You have already come far with implementing personal goals; that's good. Team goals and personal goals are the next step in working efficiently. This creates clarity, commitment, personal responsibility and motivation. Good luck with your continued implementation.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q18","Each employee has personalized goals","S_STRATEGY","10","9","10","You have fully and properly implemented goals at the employee level. That's great! You will have noticed that this creates clarity, commitment, personal responsibility and motivation.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q19","We have implemented a growth methodology","S_STRATEGY","0","0","2","You have not yet implemented a growth methodology. That is logical in the phase that your company is in. However, it's never too early to start thinking about that.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q19","We have implemented a growth methodology","S_STRATEGY","3","3","4","You have not yet implemented a growth methodology. That is logical in the phase that your company is in. However, it's never too early to start thinking about that.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q19","We have implemented a growth methodology","S_STRATEGY","5","5","6","You have somewhat implemented a growth methodology. The larger you grow, the more difficult it is to implement new ways of working. Now would be the time to speed up implementation of the type of leadership, systems and processes that will propel your growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q19","We have implemented a growth methodology","S_STRATEGY","7","7","8","You are actively implementing a growth methodology. Good work! This will create a strong foundation for your future scaling up.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q19","We have implemented a growth methodology","S_STRATEGY","10","9","10","You have already fully implemented a growth methodology, that is remarkable for the phase where your company is in. That will create a strong foundation for scaling up. Well done","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q20","We have an active acquisitions strategy","S_STRATEGY","0","0","2","You are not active with acquisitions, that seems logical for the company your size.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q20","We have an active acquisitions strategy","S_STRATEGY","3","3","4","You are not active with acquisitions, that seems logical for the company your size.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q20","We have an active acquisitions strategy","S_STRATEGY","5","5","6","You are somewhat active with acquisitions or maybe you are considering it. Please understand that acquisitions consume much leadership time and attention. Note that 70% of the acquisitions turns out to be disappointing.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q20","We have an active acquisitions strategy","S_STRATEGY","7","7","8","You are active with acquisitions, that seems illogical for the company your size.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q20","We have an active acquisitions strategy","S_STRATEGY","10","9","10","It's exceptional and interesting that in a company of your size you are already making acquisitions. Hopefully you are able to absorb and integrate. The largest challenges usually present themselves in different company cultures.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q21","Tasks are properly allocated","S_EXEC_LT","0","0","2","You do not yet have an efficient leadership team. That's not unusual in your phase. However, for the next growth step you should start thinking about the form and composition of the management. This will help you create more involvement and make the company less dependent on you.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q21","Tasks are properly allocated","S_EXEC_LT","3","3","4","You do not yet have an efficient leadership team. That's not unusual in your phase. However, for the next growth step you should start thinking about the form and composition of the management. This will help you create more involvement and make the company less dependent on you.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q21","Tasks are properly allocated","S_EXEC_LT","5","5","6","You do not yet have an efficient leadership team. That's very problematic in your phase. Decisions must increasingly be discussed, made, accounted for and above all implemented by the group. Now you are doing most of it yourself, which places unjustified pressure on you as an entrepreneur, manager and leader.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q21","Tasks are properly allocated","S_EXEC_LT","7","7","8","You are already doing well with assembling a leadership team. This will help you create more involvement and make the company less dependent on you.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q21","Tasks are properly allocated","S_EXEC_LT","10","9","10","You have already set up an efficient team. However, you should not make the mistake of only making your original employees leaders. Keep thinking about how best to shape your leadership team, also with a view to the future.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q22","We have weekly management meetings.","S_EXEC_LT","0","0","2","You have not yet implemented a weekly leadership meeting. In order to create structure, it's good to implement a regular management meeting and systematically determine decisions and actions.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q22","We have weekly management meetings.","S_EXEC_LT","3","3","4","You have not yet implemented a weekly leadership meeting. In order to create structure, it's good to implement a regular management meeting and systematically determine decisions and actions.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q22","We have weekly management meetings.","S_EXEC_LT","5","5","6","You occasionally have meetings with your leaders. This seems very unusual given the size of your company. You should implement a set schedule and systematically make all decisions. Having regular weekly meetings with your most important leaders is essential for making the right decisions together and monitoring progress.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q22","We have weekly management meetings.","S_EXEC_LT","7","7","8","You have leadership meetings on a regular basis. However, weekly management meetings seem to be best. You should consider the weekly meeting primarily as a system for making decisions together and monitoring progress.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q22","We have weekly management meetings.","S_EXEC_LT","10","9","10","You have set leadership meetings. That's good. You should still try to use the weekly meeting for making decisions together and monitoring progress.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q23","We have periodic strategic sessions.","S_EXEC_LT","0","0","2","You do not yet have strategic sessions. It is important - including in your phase - to involve employees in your long-term planning. That's why you should start planning strategic sessions with all - or your most important - employees.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q23","We have periodic strategic sessions.","S_EXEC_LT","3","3","4","You do not yet have strategic sessions. It is important - including in your phase - to involve employees in your long-term planning. That's why you should start planning strategic sessions with all - or your most important - employees.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q23","We have periodic strategic sessions.","S_EXEC_LT","5","5","6","You occasionally have sessions where you develop longer-term plans. Regular mutual consultation about the strategic direction of the company often leads to more effective operations, wider acceptance of decisions and therefore growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q23","We have periodic strategic sessions.","S_EXEC_LT","7","7","8","You have regular sessions where you develop longer-term plans. That's good. Regular mutual consultation about the strategic direction of the company often leads to more effective operations, wider acceptance of decisions and therefore growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q23","We have periodic strategic sessions.","S_EXEC_LT","10","9","10","Your longer-term planning is in order; that's a good start for accelerating growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q24","Leadership team receives regular training","S_EXEC_LT","0","0","2","When your organization is growing rapidly and therefore constantly changing, it is important - even at smaller organizations - for everyone to continue learning. We advise you to start doing this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q24","Leadership team receives regular training","S_EXEC_LT","3","3","4","When your organization is growing rapidly and therefore constantly changing, it is important - even at smaller organizations - for everyone to continue learning. We advise you to start doing this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q24","Leadership team receives regular training","S_EXEC_LT","5","5","6","Training and education for your organization's leadership team is not yet in order. It's time to improve this situation.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q24","Leadership team receives regular training","S_EXEC_LT","7","7","8","Most members get training or education from time to time. That's a good start. After all, when your organization is growing rapidly and therefore constantly changing, it is important - even at smaller organizations - for everyone to continue learning.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q24","Leadership team receives regular training","S_EXEC_LT","10","9","10","The members of your management team receive regular training or education. That's good, because when you grow, everything is constantly changing. Continuous learning is important in this case.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q25","Our goals are translated into clear KPIs","S_EXEC_OP","0","0","2","Making goals measurable is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, received applications, IT development, etc. With a company of your size this is usually still a step too early, but it is perhaps something to think about if you start to grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q25","Our goals are translated into clear KPIs","S_EXEC_OP","3","3","4","Making goals measurable is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, received applications, IT development, etc. With a company of your size this is usually still a step too early, but it is perhaps something to think about if you start to grow.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q25","Our goals are translated into clear KPIs","S_EXEC_OP","5","5","6","You have already started working on making your goals measurable. That's great; this is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, received applications, IT development, etc. This can be especially important if you grow, in order to keep everything under control.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q25","Our goals are translated into clear KPIs","S_EXEC_OP","7","7","8","You have already gotten far with making your goals measurable. That's great; this is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, received applications, IT development, etc. This can be especially important if you grow, in order to keep everything under control.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q25","Our goals are translated into clear KPIs","S_EXEC_OP","10","9","10","You have already translated your goals into measurable indicators. That's great; this is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, received applications, IT development, etc. This can be especially important if you grow, in order to keep everything under control.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q26","We use real-time data to measure our performance","S_EXEC_OP","0","0","2","Because of the size of your company, perhaps you know exactly ""what's going on"". However, if you start to grow you will have to have up-to-date information available, both for yourself as well as for your employees. It's time to think about this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q26","We use real-time data to measure our performance","S_EXEC_OP","3","3","4","Because of the size of your company, perhaps you know exactly ""what's going on"". However, if you start to grow you will have to have up-to-date information available, both for yourself as well as for your employees. It's time to think about this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q26","We use real-time data to measure our performance","S_EXEC_OP","5","5","6","You have started creating accurate data for guiding your company. That's good, but you should continue down this path because otherwise this will likely increasingly lead to mistakes, wrong decisions and problems and later - if you continue to grow - you'll inevitably end up in trouble.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q26","We use real-time data to measure our performance","S_EXEC_OP","7","7","8","You have already gotten far with creating accurate data to use to guide your company. That's a good initiative and essential for controlling your continued growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q26","We use real-time data to measure our performance","S_EXEC_OP","10","9","10","Wow, you already have a system in place where you can see exactly how far you have come in achieving your short-term goals. That's great; you'll definitely need this in your next growth phase.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q27","We grow with limited mistakes, errors and problems","S_EXEC_OP","0","0","2","Work pressure and lack of process often lead to coordination problems and mistakes. That's a shame and could potentially damage your reputation among customers. It's time to take stock of the processes and make clear arrangements. If you don't like doing this yourself, ask an employee to make this number one priority. If you don't resolve this, it will only get worse.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q27","We grow with limited mistakes, errors and problems","S_EXEC_OP","3","3","4","Work pressure and lack of process often lead to coordination problems and mistakes. That's a shame and could potentially damage your reputation among customers. It's time to take stock of the processes and make clear arrangements. If you don't like doing this yourself, ask an employee to make this number one priority. If you don't resolve this, it will only get worse.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q27","We grow with limited mistakes, errors and problems","S_EXEC_OP","5","5","6","You have started coordinating and standardizing, but things still go wrong on a regular basis. It's time to pay even more attention to taking stock of processes and making clear agreements. This is necessary for handling the next growth phase. Scalability is created by standardization, among other things.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q27","We grow with limited mistakes, errors and problems","S_EXEC_OP","7","7","8","Few things go wrong. Do ensure that your processes also run flawlessly if you start to grow. This is not often the case.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q27","We grow with limited mistakes, errors and problems","S_EXEC_OP","10","9","10","You have things well under control. You make extremely few ""error costs."" Do ensure that your processes also run flawlessly if you start to grow. This is not often the case.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q28","We measure customer satisfaction","S_EXEC_OP","0","0","2","You do not yet measure customer satisfaction. That's too bad, because this provides important input for the further development of your products and processes. In any case, you should try having regular contact with customers to find out what you can improve.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q28","We measure customer satisfaction","S_EXEC_OP","3","3","4","You do not yet measure customer satisfaction. That's too bad, because this provides important input for the further development of your products and processes. In any case, you should try having regular contact with customers to find out what you can improve.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q28","We measure customer satisfaction","S_EXEC_OP","5","5","6","You have started occasionally measuring your customers' satisfaction. That's great. Try to ""institutionalize"" this process and see what you can improve every day, week or month.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q28","We measure customer satisfaction","S_EXEC_OP","7","7","8","You have already gotten far with measuring your customers' satisfaction. That's great. Try to ""institutionalize"" this process and see what you can improve every day, week or month.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q28","We measure customer satisfaction","S_EXEC_OP","10","9","10","You are already systematically measuring your customers' satisfaction. That's great; keep the results alive and try to act on the input you get as proactively as possible.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q29","We have systematic processes for continuous improvement","S_EXEC_OP","0","0","2","A system to prevent mistakes and take stock of complaints/feedback is usually not really necessary yet for a company of your size. However, when you start to grow and hire new people, it's often good to structure work processes and set up a system of quality checks and customer feedback. Preventing mistakes is usually significantly cheaper than continually fixing them.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q29","We have systematic processes for continuous improvement","S_EXEC_OP","3","3","4","A system to prevent mistakes and take stock of complaints/feedback is usually not really necessary yet for a company of your size. However, when you start to grow and hire new people, it's often good to structure work processes and set up a system of quality checks and customer feedback. Preventing mistakes is usually significantly cheaper than continually fixing them.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q29","We have systematic processes for continuous improvement","S_EXEC_OP","5","5","6","You are already doing something in the area of quality management, and that's good. At your level it's good to structure work processes and set up a system of quality checks and customer feedback. Preventing mistakes is usually significantly cheaper than continually fixing them.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q29","We have systematic processes for continuous improvement","S_EXEC_OP","7","7","8","Even with size of your company, you are already active in the area of quality management. That's good. This will help with the scalability of the organization in the face of continued growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q29","We have systematic processes for continuous improvement","S_EXEC_OP","10","9","10","You have an effective quality system, and that's great. This will be a massive advantage for you whilst the company continues to grow, as mistakes will be prevented and adjustments made directly based on customer feedback.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q30","We have an effective lead generation process","S_EXEC_SM","0","0","2","To grow you need new customers. Often sales are very dependent on the entrepreneur with a company of your size. Then it's wise to start thinking about a lead generation system and process.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q30","We have an effective lead generation process","S_EXEC_SM","3","3","4","To grow you need new customers. Often sales are very dependent on the entrepreneur with a company of your size. Then it's wise to start thinking about a lead generation system and process.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q30","We have an effective lead generation process","S_EXEC_SM","5","5","6","You have already started a lead generation process. That's a good initiative. With a company of your size, allowing the acquisition of new customers to only depend on the entrepreneur or on coincidence is dangerous. For continued growth, it would be wise to implement an effective process and system for this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q30","We have an effective lead generation process","S_EXEC_SM","7","7","8","You have already gotten far with a lead generation process. That's a good initiative. Often sales are very dependent on the entrepreneur with a company of your size. That's why an independent system and process is so important for continued growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q30","We have an effective lead generation process","S_EXEC_SM","10","9","10","You already have an effective lead generation process in place. That's great! An effective system and process is essential for continued rapid growth. Well done.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q31","Sales achievement","S_EXEC_SM","0","0","2","Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. It might be good to start thinking about this already.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q31","Sales achievement","S_EXEC_SM","3","3","4","Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. It might be good to start thinking about this already.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q31","Sales achievement","S_EXEC_SM","5","5","6","Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. It might be good to think about how you can improve this at your company.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q31","Sales achievement","S_EXEC_SM","7","7","8","Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. You are already well on the way. It might be good to think about what improvements you can make, so you can grow even faster.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q31","Sales achievement","S_EXEC_SM","10","9","10","Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. You have this process well under control, so you are all set for further growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q32","Weekly sales meeting","S_EXEC_SM","0","0","2","Stimulating sales is hardly possible without a disciplined process. A weekly sales meeting in which successes as well as setbacks and lessons learned are shared is an important part of the success of fast-growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. It's time to start with this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q32","Weekly sales meeting","S_EXEC_SM","3","3","4","Stimulating sales is hardly possible without a disciplined process. A weekly sales meeting in which successes as well as setbacks and lessons learned are shared is an important part of the success of fast-growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. It's time to start with this.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q32","Weekly sales meeting","S_EXEC_SM","5","5","6","Stimulating sales is hardly possible without a disciplined process. A weekly sales meeting in which successes as well as setbacks and lessons learned are shared is an important part of the success of fast-growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. It's time to quickly get this to a higher level.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q32","Weekly sales meeting","S_EXEC_SM","7","7","8","You have already gotten far with a disciplined sales process. A weekly sales meeting in which successes as well as setbacks and lessons learned are shared is an important part of the success of fast-growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. This is very important for making your growth scalable.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q32","Weekly sales meeting","S_EXEC_SM","10","9","10","You have a disciplined sales process with weekly meetings. That's great. You will have noticed that sharing successes and lessons learned, alongside maintaining a focused team, allows for a stronger grip on the sales funnel. That's an ideal foundation for continued growth.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q33","Head of sales is not the entrepreneur","S_EXEC_SM","0","0","2","With a company of your size, the entrepreneur is often in charge when it comes to sales. With the increasing pressure on general management tasks, it's good to ensure that you as an entrepreneur free up sufficient time for this. If this is not the case, you will have to start making choices.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q33","Head of sales is not the entrepreneur","S_EXEC_SM","3","3","4","With a company of your size, the entrepreneur is often in charge when it comes to sales. With the increasing pressure on general management tasks, it's good to ensure that you as an entrepreneur free up sufficient time for this. If this is not the case, you will have to start making choices.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q33","Head of sales is not the entrepreneur","S_EXEC_SM","5","5","6","Also, you can only commit your time once as an entrepreneur. That also applies to sales management. With the increasing pressure on general management tasks, it's good to ensure that you as an entrepreneur free up sufficient time for this. If this is not the case, you will have to start making choices.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q33","Head of sales is not the entrepreneur","S_EXEC_SM","7","7","8","As an entrepreneur, you are no longer solely in charge when it comes to sales. That's wise, as this allows the sales process to continue scaling up while you, as an entrepreneur, deal with more general management tasks.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q33","Head of sales is not the entrepreneur","S_EXEC_SM","10","9","10","You have made someone else responsible for sales. This seems like a good choice, since now sales is no longer ""an additional task"" for you as an entrepreneur. But be careful! Your best salesperson may not necessarily be a good (sales) manager.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q34","We have an effective PR/communication strategy","S_EXEC_SM","0","0","2","Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. This is something you might want to think about.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q34","We have an effective PR/communication strategy","S_EXEC_SM","3","3","4","Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. This is something you might want to think about.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q34","We have an effective PR/communication strategy","S_EXEC_SM","5","5","6","Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. You might want to think about implementing this a bit stronger.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q34","We have an effective PR/communication strategy","S_EXEC_SM","7","7","8","Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. You are active with this strategy. Well done, this might create growth opportunities.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q34","We have an effective PR/communication strategy","S_EXEC_SM","10","9","10","Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. You have already implemented this fully. Well done, this probably will create growth opportunities.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q35","Most processes are automated","S_EXEC_SIT","0","0","2","In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production, human resources, reporting, etc. This gives structure and clarity, prevents mistakes and makes growing a lot easier. With the size of your company, a lot of systems likely still work independently of each other, or you primarily use Excel. This is customary, but in your next growth phase you will have to start thinking about smart solutions.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q35","Most processes are automated","S_EXEC_SIT","3","3","4","In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production, human resources, reporting, etc. This gives structure and clarity, prevents mistakes and makes growing a lot easier. With the size of your company, a lot of systems likely still work independently of each other, or you primarily use Excel. This is customary, but in your next growth phase you will have to start thinking about smart solutions.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q35","Most processes are automated","S_EXEC_SIT","5","5","6","In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production, human resources, reporting, etc. This gives structure and clarity, prevents mistakes and makes growing a lot easier. You have partial automation and a lot of systems probably still work independently of each other. However, with the size of your company, you will quickly have to start thinking about smart (integrated) solutions.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q35","Most processes are automated","S_EXEC_SIT","7","7","8","In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production, human resources, reporting, etc. This gives structure and clarity, prevents mistakes and makes growing a lot easier. A lot of processes are already being supported by automation at your company. That's great. In the next growth phase, you should also start thinking about integration of the systems.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q35","Most processes are automated","S_EXEC_SIT","10","9","10","Most processes are already being supported by automated systems at your company. Sales, marketing, project management, production, human resources, reporting, etc. This gives structure and clarity, prevents mistakes and makes growing a lot easier. Congratulations, on to the next growth phase!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q36","Systems prepped for growth","S_EXEC_SIT","0","0","2","Your systems are not yet prepared for growth. When you grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. Otherwise it's sort of like changing the tires while driving!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q36","Systems prepped for growth","S_EXEC_SIT","3","3","4","Your systems are not yet prepared for growth. When you grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. Otherwise it's sort of like changing the tires while driving!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q36","Systems prepped for growth","S_EXEC_SIT","5","5","6","If you grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. Otherwise it's sort of like changing the tires while driving! We advise you to quickly start ""thinking ahead"" in terms of structures and systems.","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q36","Systems prepped for growth","S_EXEC_SIT","7","7","8","When you grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. It looks like you have got this under control. Super. Keep growing!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q36","Systems prepped for growth","S_EXEC_SIT","10","9","10","When you grow, a lot changes at the same time: systems, structures, people, processes, etc. It's great that you already have the systems that can handle this. Keep growing!","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q37","Better systems than competitors","S_EXEC_SIT","0","0","2","Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market-oriented than their competitors. You don't have any systems that are better than most of your competitors. Where might IT be able to help you?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q37","Better systems than competitors","S_EXEC_SIT","3","3","4","Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market-oriented than their competitors. You don't have any systems that are better than most of your competitors. Where might IT be able to help you?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
"Q37","Better systems than competitors","S_EXEC_SIT","5","5","6","Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market-oriented than their competitors. You have few systems that are better than most of your competitors. Where might IT be able to help you?","uniform-fill Esperto report, 2026-05-01","source stop directly observed; interior range inferred from five-level design"
